"Data Source","World Development Indicators",

"Last Updated Date","2021-09-15",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Euro area","EMU","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","2845042223355.06","3032002121617.61","3226591739819.26","3422800883929.16","3612733938613.44","3794313625782.19","3995020842203.86","4208522958852.66","4445749167152.28","4758768847276.49","5034253738469.04","5225398247954.74","5482253547664.05","5820803489882.56","6008138782323.73","5962839837327.22","6262645236182.04","6455724442950.12","6657731714472.79","6913684193481","7062662879902.74","7099031475357.65","7149933882967.89","7248814037652.52","7420525887787.29","7591934523489.7","7782375131305.18","7980393220563.05","8324610148136.18","8666143084201.49","8976794222265.01","9215926098578.04","9346222816156.19","9283951206164.28","9511905445850.66","9742240064765.93","9907702564668.38","10176370325289.8","10486130696261.7","10797988140029.8","11216272190530","11463740101335.6","11573255104583.4","11654508349693.1","11922584089678.4","12123937898496.9","12515079594611.2","12890028778149.9","12944390856868.6","12361936222233.7","12626207695632.6","12836978637155.4","12723302284460.2","12692647001100.6","12869626729730","13132934518148.6","13377113481465.2","13724116399197.7","13981660247167","14162318192728.4","13218394428701.6",
"Eritrea","ERI","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","885542141.446336","1004689733.42164","1217899072.91147","1252711244.9707","1368697756.8082","1476943745.21951","1503123800.3109","1503326422.84084","1456092118.56638","1583579325.23813","1631172680.55316","1587856630.25885","1610908109.69669","1652380126.2978","1636364975.37973","1659712994.3048","1497342773.86223","1555387289.36354","1589515447.15447","1727482210.54804","","","","","","","","","",
"Spain","ESP","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","224627031933.879","251219894398.055","276224911089.432","302732831572.383","318803434953.112","338738643803.328","363283850224.926","379051598739.267","404057709039.927","440047192036.385","458928029655.545","480265767257.078","519406206411.06","559859978879.059","591317311952.902","594523453423.304","614165268772.116","631598806621.762","640839118928.519","641105364161.951","655265639628.555","654397618334.585","662554434047.823","674282413862.58","686316248360.197","702248639165.107","725095047526.356","765316958164.716","804304685918.685","843128716911.409","875010730382.964","897288508374.467","905626252710.683","896284791600.801","917645009493.873","942949015520.804","968036404655.449","1003878729729.41","1047979497287.63","1095038925601.92","1152484609387.48","1197811239501.96","1230523730745.39","1267216654327.77","1306789235708.8","1354513605581.53","1410085602559.84","1460914788659.92","1473875223827.73","1418409880841.96","1420722034063","1409152050946.11","1367449023146.16","1347820738370.52","1366473336621.79","1418879948438.72","1461890475184.29","1505361852514.91","1541942855240.92","1572012697558.03","1401623069102.21",
"Estonia","EST","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10352765571.2926","10863775834.228","12281121800.2372","12812931151.7361","12761238462.8074","14050955939.3658","14891146994.1776","15904101307.869","17107515225.4578","18265259033.2505","19998686681.5228","21942311263.8609","23604129330.9546","22402929268.8432","19169319539.7631","19685038567.3462","21146981731.832","21804703137.7289","22098234722.3104","22758380773.9544","23178247108.7655","23917127229.6434","25232367058.2146","26331353914.8146","27646985211.0295","26836307024.5521",
"Ethiopia","ETH","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","8227603581.96336","8302969570.96223","8986719589.93334","8730775888.12342","7757787405.46445","8507314752.23643","9686371611.63207","9735159432.1337","9700011205.55305","9964477334.01904","9253264787.04285","8450777235.35501","9561448857.12288","9866455689.20831","10471023887.6987","11772171512.2639","12141100401.7836","11721244257.5256","12326311978.1412","13074915711.7851","14160304516.1707","14374794288.769","14064103274.8829","15972968197.1422","17860775923.0952","19795942246.2104","22063798449.1645","24444156129.4695","26595865976.5256","29933790334.3418","33279878089.9327","36157859258.9667","39984181569.4229","44085556179.422","48667131302.6327","53258136694.1367","58351845887.8687","62329193945.7567","67542461142.9249","71633249861.6793",
"European Union","EUU","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","5777134551187.04","5988574943579.22","6275134756619.21","6653725151758.98","6859934063691.42","6815454005527.57","7149251749538.29","7354931439156.17","7579742955550.42","7871177897097","8034184866948.07","8074545072340.15","8140449061519.09","8257778373464.75","8463008640577.38","8661937297517.98","8885988454122.46","9110640792537.59","9490400020008.35","9862804457173.53","10195246872600.6","10382971073222.6","10503834974948.8","10443552159207.4","10720208759327.5","11006158532341.6","11214413906155.4","11513229455477.2","11860787939181.2","12211700573271.3","12689043821853.1","12966227321080.1","13111860114781","13233719234011","13577179593430.9","13839876070368.8","14323251583144.3","14774768268215.5","14870188418846.7","14226942831906.3","14541445664320.9","14805665729979.4","14695063561691","14688035818085.3","14919183919016.9","15262640305144.2","15568907886305.1","16005314229270.5","16343674447253.2","16598590968489.5","15569217259514.3",
"Fragile and conflict affected situations","FCS","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","294061089918.86","297068490414.628","319566775020.211","335308995790.508","357156410985.609","372595335172.98","372508738922.917","361937864318.713","378339128768.155","403967167465.461","448502145515.563","474588948240.949","483891905628.642","511300107027.409","542729094526.974","546866240781.527","587677814755.598","618707464459.352","622517595494.464","646789063185.733","657124009947.588","638532706939.999","628399815274.105","598289180502.276","601315296089.532","613543324523.612","638284974443.636","662685257824.56","690494675324.974","663385999476.11","730196746725.824","710592713075.339","738369263147.709","744939017544.739","738881592185.54","758670499473.853","783814219795.222","830448048691.569","870505911358.239","875828300221.419","922632863269.731","958736702025.184","958918636262.602","930249723598.536","1061199860080.11","1145259112251.19","1235193637170.53","1327986355448.81","1408434844882.57","1452994268387.77","1520695276068.36","1531643741196.43","1649996690602.81","1719266542128.5","1747577094346.83","1790240531521.21","1836130306562.7","1880132692805.47","1927957831344.49","1976019527188.39","1872340284887.02",
"Finland","FIN","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","53974754755.8184","58079356996.9786","59811251790.3475","61776111005.0218","65012367852.9417","68459881274.0802","70084313093.1861","71604321917.9151","73253577092.4441","80281003555.5829","84145519763.9448","86128763490.7244","92791241503.5585","99271622065.1744","102484580912.941","104334323348.303","104693632484.253","104944385071.652","108008454061","115700736634.21","121935904729.204","123540433514.663","127380179760.102","131350086895.217","135602798145.174","140415201220.737","144284529486.557","149442450560.168","157239087851.755","165238066162.747","166345617005.807","156553968259.734","151396047186.122","150393808335.618","156353993801.959","162947234504.451","168922802621.39","179622027752.75","189424326026.161","197720307821.777","209135417846.354","214593892247.035","218257329651.004","222630735544.115","231518357747.349","237954222101.415","247537613424.007","260655464541.708","262698990509.619","241487498615.708","249181190476.369","255529492050.108","251958350549.727","249686451384.475","248775325156.743","250127815128.557","257160053013.502","265369655309.606","268850867468.029","272272915585.69","264721217422.857",
"Fiji","FJI","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","697947700.147456","722498582.845284","748552619.711656","796151373.901158","834981911.448313","812435170.769703","812435170.769703","920910120.026034","993811405.478829","1019614829.28454","1149133555.66745","1228297213.08077","1320238657.83633","1473556237.11858","1511885643.85268","1519901830.69653","1561488825.98616","1653679311.21615","1684493995.49835","1890420350.43925","1860108274.24809","1977852952.19286","1859607286.39742","1785964550.36261","1935860992.12104","1846550531.78818","1989656498.53641","1858040323.3511","1875798634.25709","2015332399.89483","2132221733.89098","2074651667.56114","2201205458.90566","2248091848.8416","2362744524.33173","2421813102.90778","2538060142.26622","2482222835.15933","2514491743.22458","2735766984.42456","2689258989.02238","2743044172.74937","2830821561.96665","2859129759.03756","3010663627.82095","3031738285.33158","3087900748.10844","3061633387.30472","3093253759.97435","3050380096.46824","3140508835.9485","3225464091.79962","3270985530.40632","3425841164.88768","3617795881.2961","3780669706.99817","3873097741.84049","4080449106.08539","4236021827.41264","4217157352.32527","3413841317.66288",
"France","FRA","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","594143057742.536","623732046562.006","666416961956.774","707959262511.612","755053417127.161","791760397108.247","833342362956.449","874352381611.688","913622247820.131","978575996273.989","1038354070611.79","1093560406549.92","1142895006608.9","1215406902330.3","1267680570458.97","1255512298032.3","1310211941852.18","1355601771435.37","1409534980612.99","1459573319584.54","1482616264182.33","1498465726175.82","1536008235776.98","1555068022253.94","1578607422855.04","1604224769973.7","1641719936119.92","1683779164654.95","1763643204660.16","1840253415111.92","1894061230299.93","1913914322644.16","1944524371204.96","1932299800778.59","1977870042046.03","2019537736337.46","2048073676765.66","2095922750995.07","2171138280346.8","2245421036606.84","2333523930837.68","2379814544862.63","2406838088236.23","2426650234855.52","2495318440945.62","2536821075827.56","2598956033155.96","2661973862041.22","2668760456862.06","2592078593605.6","2642609548930.36","2700554065228.66","2709010438478.52","2724623188257.82","2750675573424.93","2781288181330.75","2811756203322.11","2876185347152.35","2927751436718.37","2971919320115.83","2730750828276",
"Faroe Islands","FRO","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2320424601.26954","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","204059968.480319","206508198.456088","211771892.903991","219238994.330085","227440564.74891","244333351.581714","254126271.484789","274813814.780034","273344876.794573","292518557.084302","283209529.835938","266044377.41833","273628014.591271","277388863.068548","290797573.822835","297100909.129948","298726044.187863","303422361.338882","294076488.229382","300081139.479451","299837907.831359","294332328.26185","287243355.955513","290383210.899436","296944100","306412384.608288","300692217.681403","289627442.305916","282949282.989513","296026870.639578","298691646.556704","306703111.91791","307352260.095985","311041375.434972","",
"Gabon","GAB","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","2187247770.68536","2510235219.08997","2697227952.13955","2861554819.58658","2991883007.0677","3241206660.61347","3387320404.89011","3526713817.21498","3615192044.51707","3907404779.48587","4246541810.48166","4682183107.87138","5213000834.13823","5743811183.61285","8011875372.57919","9549363463.02326","12951356470.6877","11321804992.0278","8599000778.65062","8639794892.34795","8860363426.49963","9311828118.39214","9023392343.01637","9529445903.04602","10245002686.4372","10005991964.6294","9925584039.94716","8223739210.38269","9280107562.15776","10073121520.7334","10596141891.2425","11243831433.4095","10896380665.3031","11326412322.1297","11746934243.9414","12331208870.096","12778221236.43","13511482517.5017","13981389394.6225","12732484617.4799","12492736210.5521","12759485289.4389","12727709938.9327","13013743584.1676","13103478949.6987","13454154690.1038","13076553296.6302","13862206744.6223","13403585248.0849","13421054290.8343","14372591916.4792","15391860684.1325","16200099127.6913","17113573955.7522","17852018586.5399","18544480427.5026","18932327518.4725","19021809655.7545","19182154180.1173","19938879843.2225","19674901724.7247",
"United Kingdom","GBR","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","730913039676.092","750480451121.434","758757572432.352","795742330123.935","839776000263.4","857765484759.369","871258997151.716","895536408170.661","944263291353.86","962431831454.024","994970207931.23","1029841101067.03","1074347410338.79","1144436207671.25","1116003788738.17","1099557804560.09","1131557863317.39","1159368732284.41","1208111613579.52","1253403918971.12","1227942675532.34","1218269633085.36","1242572786564.92","1295032425552.73","1324418072941.03","1379347186130.58","1422801320350.94","1499529272688.91","1585488493375.65","1626356088044.78","1638289565345.87","1620217238383.41","1626715639780.5","1667218108921.87","1731339469629.57","1775171272910.17","1819401633040.19","1909922231658.13","1980737775172.51","2046007078423.14","2117744535140.26","2175566069186.13","2222966092388.24","2296810396769.92","2349321871594.96","2418760584175.25","2483917165662.06","2542551914678.86","2535463784367.3","2431156088971.62","2481579504997.81","2513237223477.67","2549186468912.68","2604914574687.66","2679486211063.81","2742804332759.55","2790046007973.58","2838601442114.14","2874157497314.14","2913556871434.81","2628312650645.44",
"Georgia","GEO","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","7345028481.07333","7898522745.86959","8392180381.43096","8766164037.41357","9185024480.26854","10292014307.8574","10546323407.3739","10845509293.7628","11548597799.7499","12565832178.7103","13493309378.3799","14316072585.055","15303387711.9559","16440295926.2731","17652002631.2932","18459805274.4967","19432161424.3662","19821103624.7148","20673785073.8964","21795735464.9568","22872805607.8209","21002890645.0101","21272156702.4523","22453943722.7476","20838337138.3441","17756716768.5096","14010049401.1041","7719537296.14839","5457712716.09686","4890110922.62857","5017253646.43337","5579186155.55747","6166063047.10061","6357513306.22996","6539926704.60983","6660152862.91627","6980203396.62444","7362288338.9472","8176463427.07082","8650248301.55981","9479770268.95091","10372742886.2052","11677525383.3677","11959954702.7672","11523354926.1179","12243505582.6741","13149524979.5255","13987019317.7155","14493531996.848","15135874439.1589","15593311953.5165","16046522019.2231","16823591412.0209","17638344465.896","18517148605.1942","17376552815.6022",
"Ghana","GHA","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","7011622290.3685","7252098077.8577","7550098290.15271","7882753672.92974","8056909517.96874","8167208518.18979","7819425064.16085","8059900851.65005","8089630628.43985","8575507997.89653","9409345167.25593","9900148331.19089","9653866756.59428","9932340671.23144","10612955987.5065","9293592670.88896","8965511860.39168","9169397215.02974","9946589417.83103","9696438520.85439","9742176227.92991","9400901272.59619","8750015733.11091","8350687983.32696","9072819526.93138","9534772773.11028","10030500929.9514","10511453306.502","11103055638.2814","11667742913.8879","12056140826.5736","12692925251.8708","13185337014.9424","13824825935.1905","14281045164.616","14868341569.1791","15552651204.6732","16205296043.4189","16967008294.8201","17713556131.4936","18368957715.4293","19103716042.1579","19963383183.424","21001479123.7299","22177561952.4297","23486038976.1393","24989124920.7416","26075356991.7489","28461199738.5771","29839998859.5149","32197272797.2028","36720063512.6169","40132381684.0787","43067072130.7646","44297171157.4698","45236607538.8647","46762648989.1896","50563935585.3842","53698938865.6183","57193544870.3089","57430579781.1731",
"Gibraltar","GIB","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","2888984393.64601","2984319111.89168","3172573444.08466","3299586660.90747","3442262858.73843","3532223748.16868","3647760925.5107","3831759259.13249","3983883899.22165","4167448250.0479","4353382082.86275","4578957079.43545","4745819827.0507","4926730670.33224","5050049722.71563","5234798038.51542","5505154913.51749","5573892347.14345","5704327966.94278","5875302223.91584","5945195628.01354","6350507748.29261","6612974822.39279","6538734823.65896","6853467857.6196","7238091887.50026","7666245932.31008","7968731756.50279","8263299260.26247","8579446617.03947","9507796056.9191","10487099097.7283","11153920447.2725","11783690378.4894","12607200647.3579",
"Gambia, The","GMB","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","289673615.686113","289673615.686113","317413176.701695","325143847.250627","345152700.753927","344925324.39439","345759025.39158","377742873.656079","399949597.601764","449517067.352982","482562081.686254","499160171.513747","530689355.771208","523640829.086235","556473525.929312","574958986.655117","570562950.06354","632658615.485035","655024725.401773","649704191.03673","676284049.081488","692882308.940395","723901450.697822","766580666.855552","793862348.052533","818527962.577334","846183475.101921","871671379.1852","873016768.742099","880715451.758744","900298561.77292","944413183.287107","977467632.444173","1040025551.63557","1097226959.22541","1160866125.52931","1123137974.71176","1200297549.32606","1284918526.56131","1254700720.29747","1247729841.77412","1285701374.04879","1366133637.45789","1457196339.40745","1543292392.54605","1417815865.36988","1492131665.73837","1534997158.54229","1513393877.23254","1574808517.71584","1605412711.08929","1682835525.09159","1804586829.80976","1913886426.74237","1913886426.74237",
"Guinea-Bissau","GNB","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","347357390.641658","333772356.129966","355049879.534454","358990552.548665","375357797.180641","404806809.659184","424818253.36636","394358487.350132","446122153.474875","455018473.248419","382430961.957168","451909214.635142","470889772.824526","454887584.869077","496324309.312411","517003626.405916","512899405.390384","527773488.184899","552051068.579922","585726183.881838","621455481.018982","653149710.692547","660334357.32199","674201378.823655","695775823.083883","726389959.355468","810651194.613687","863343522.263576","620744167.51279","627110131.162293","661143318.756818","675615129.916068","668959121.500693","672762222.180297","691339891.574783","720833135.301971","737479752.961763","761543388.798536","785939943.830195","812418063.720646","849878424.225986","918589222.831338","902856701.263582","932252851.108459","941244996.210155","998981744.956949","1061546030.00075","1124380814.48131","1138814903.67936","1190061574.24828","1161500096.47564",
"Equatorial Guinea","GNQ","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","164984432.768872","174503078.460219","178345070.764404","187270148.65006","189164164.608195","213576138.405423","208598626.134955","217853599.317733","223638183.552177","220889272.022597","217004792.61929","214786485.262919","289414736.946701","321346481.43603","374911197.946097","440469158.781229","733733512.45973","1834135405.19992","2270191603.01673","2852813926.55618","3372419177.72085","5509854251.37116","6582228039.93689","7500794439.3052","10351000830.3","12084658969.0247","13015771985.6251","15004857087.9689","17675587976.3643","17913034098.8965","16314443428.9408","17378785258.8879","18823461405.5826","18045450380.8713","18120350964.3736","16469579535.2094","15017552686.9967","14166432444.3826","13282935662.6184","12488757320.2081","11877637905.3073",
"Greece","GRC","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","51849033717.3518","58695097789.7254","58909223691.879","65886943285.984","72086691596.0505","79848994120.39","85034788917.6549","89855823916.9938","96328784887.677","107467925077.29","116762257868.588","125917792342.336","138711230971.608","149936268486.069","140283011131.305","149214561044.359","159438591509.266","164127683315.14","176021792304.43","181798968130.962","183029984926.854","180186209846.491","178145335358.702","176223819935.757","179766940646.967","184278294966.279","185232230081.434","181048085889.429","188811178001.308","195986002005.004","195986002005.004","202061568631.249","203475999489.517","200220383069.471","204224791444.55","208512939399.126","214480848721.983","224098597283.36","232827024326.329","239980858998.808","249387558620.149","259691284860.627","269878641296.928","285516844564.388","299966830441.218","301764058224.912","318821070560.708","329258465338.814","328154881905.52","314041813704.528","296835346570.223","266708593492.856","247819346907.529","241024705255.535","242707407847.696","241707692301.488","240523680188.492","243604367215.331","247402104860.442","251995558167.184","231211629508.46",
"Grenada","GRD","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","265671122.377339","279861685.357341","295539770.739905","293959271.188744","298469157.578767","310778806.574048","322068079.421398","333560966.885645","353506939.261937","378939196.416168","413412905.765728","425678005.547573","441716406.815312","459440771.92993","465806534.302448","461841827.778543","452795198.094421","460463538.539553","470268995.165715","491140636.967902","515773769.13944","576395254.526779","616157088.234607","646274551.793201","633194600.876292","654959547.879999","716944745.47362","712302884.452897","806869556.877354","774632469.576978","822066708.874271","829856141.34603","774975419.935199","771013259.259259","776911332.002809","767936889.427134","785994301.613538","843718324.581439","898080308.938223","931629123.871905","973018986.291747","1013313189.65886","1033392538.93688","917334721.351219",
"Greenland","GRL","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","726460342.636147","821342248.10512","872078805.651748","931432567.574173","984582475.667204","990945242.843204","1049997736.05855","1142631846.77565","1211380773.6871","1270261116.79366","1380469050.91134","1389653029.37658","1328235078.62706","1374155043.15382","1302979095.73067","1350621066.7489","1446479002.9269","1526264934.67375","1611790880.03658","1719128819.37969","1517654950.35005","1515932949.27188","1438443004.21401","1366119059.04945","1447053004.0362","1501008943.65321","1523968937.25218","1546354919.00926","1666320851.33621","1689280827.15457","1809246741.70089","1832206717.51925","1814412741.59421","1894792055.61779","2025657438.5235","2126686936.57652","2244839174.26788","2297647623.61978","2439323625.11335","2460447004.85411","2503156060.52524","2490727405.27373","2525452961.36271","2492665493.14557","2610871072.70497","2544833840.08108","2663981792.64238","2676463789.76192","2762593126.01127","","",
"Guatemala","GTM","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","6057355527.69477","6317732066.44409","6541158740.80629","7165253569.7486","7497219225.39965","7824230633.0657","8255510361.91454","8594991446.09305","9348431409.1841","9791258099.39513","10350131714.5859","10928057665.1039","11729417774.8207","12525004750.5654","13323477548.8914","13583284138.7517","14586717418.3539","15725826372.2562","16511597137.8221","17289864018.2327","17939959129.8933","18056005300.271","17418612241.765","16970589606.5718","17054882143.0697","16950960102.6494","16975208382.9589","17576806934.0006","18260964292.7378","18980919156.9526","19569814166.0302","20285726642.9976","21267218835.3424","22102410587.9199","22993964692.373","24131831960.0004","24845598433.2276","25929882688.8021","27224698597.1625","28272049680.0396","29292350841.6502","29975616851.1592","31126466837.7451","31923421943.5021","32925152375.3239","34003789232.5294","35823467257.0544","38093857836.8688","39348488187.3604","39536140382.5003","40676432028.5934","42370160781.5638","43630549584.8103","45242619507.4194","47253191376.2245","49186872683.4514","50504000017.0549","52059448214.7245","53788914101.2971","55868854262.7931","55020023100.3896",
"Guam","GUM","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4370607843.13725","4409039215.68627","4695352941.17647","4866372549.01961","4688627450.98039","4722254901.96078","4818333333.33333","4839470588.23529","4949000000","4952843137.2549","5058529411.76471","5144039215.68627","5236274509.80392","5279509803.92157","5289117647.05882","5336196078.43137","5288156862.7451","5392882352.94117","",
"Guyana","GUY","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","1470217924.38399","1539164151.34722","1556170773.32671","1365093897.67969","1520172419.20179","1680414079.1169","1768354750.43876","1844634886.98132","1863539213.54936","1993882351.65513","2078731155.626","2143438955.96997","2072326704.69994","2098121356.25082","2259736286.27743","2451430201.56908","2489106557.84688","2423427009.38939","2379655342.83934","2335972098.69343","2376475278.9332","2412031292.15012","2093881120.81423","1951656618.27418","1853512922.93797","1897991069.37635","1880897719.3664","1897814449.40427","1827718044.52534","1737855240.66951","1684546797.70419","1786594388.51731","1925196340.46025","2082583172.24103","2260277981.29455","2374002659.98836","2562866858.0335","2721269088.56317","2675576137.06049","2754777252.32533","2717207492.64967","2779146825.97054","2810624192.2349","2792854712.52284","2836516865.60981","2781177624.38625","2923841171.57096","3134102570.15744","3184413029.59199","3307887390.51169","3432913353.27805","3616203676.97259","3810837160.60647","3950058401.48684","4016672190.76222","4044282717.50733","4198268111.96355","4355052210.26188","4548459239.45843","4791930565.95283","6875438717.59033",
"High income","HIC","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","8995600167899.65","9424250908195.01","9971242228102.06","10515169234602.1","11201691721287.7","11813691519862","12527286477479.2","13117075442784.5","13940457027139","14749241676014.8","15133025867337.2","15728076066371.6","16614567083027.5","17674882646376.1","17866876408902.8","17865180664188.2","18775263957112.8","19518583445284.2","20336142245819.7","21184989377418.8","21483551705818.5","21893151608395.8","21902929739795.6","22496508262204.2","23511096337772.3","24342498267890.4","25139268835155.2","26011622754659.3","27273017570750.9","28355162497067.1","29273523515654.3","29751725227516.2","30375120708268.1","30721025510041.5","31680441738422.7","32585094386363.4","33564980974257.6","34700565180021.9","35647990134968.6","36809352364194.6","38297175373194.6","38871168207801.2","39460252365115.7","40326122919925.7","41662078616244.4","42850381006941.8","44190798920861","45423328314940.5","45600440355812.6","44092777254459.7","45407319739440.4","46243801969806.2","46835779069061.7","47517379901922","48495796248966.8","49654326868589.3","50513208327543.1","51721887982956.2","52868897218922.6","53711192580791.6","51185665485714.1",
"Hong Kong SAR, China","HKG","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","10710183569.5449","12240822014.9733","14170415122.2749","15393092062.5351","17646991557.4799","17963723487.3908","18251752209.053","18871861103.9257","21012542388.5563","22947118691.7345","24620675194.9011","27233364792.9546","30577487881.762","31315997510.6606","31470077927.1622","36556924277.9022","40843469370.8749","44217491634.9413","49327559678.4659","54313645808.5828","59343484398.4956","61093981445.9955","64745567720.3835","71203191592.8335","71742273722.7542","79674225927.228","90349427461.7197","98039595002.2654","100271967091.024","104112914808.719","110049396056.404","116910957786.603","124160710475.583","131655138082.1","134780299544.093","140519844890.738","147685879888.993","138998076533.97","142482327090.825","153401406231.513","154261804831.551","156817387004.86","161610125134.968","175670311964.455","188649145288.739","201916106998.603","214969588597.117","219543963083.917","214145069007.39","228637697575.04","239645876258","243720635526.221","251279745015.215","258221037879.438","264386845801.36","270122703583.057","280363071445.364","288343460313.758","283499993249.626","266259032492.164",
"Honduras","HND","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","2234326591.95723","2275788081.61845","2406983760.73283","2493164290.84688","2628210163.98886","2865725629.35676","3019725204.58929","3200230572.89257","3411387650.34168","3433747210.20913","3558279639.31911","3700433039.25466","3913663272.94645","4221662800.00126","4169835905.71639","4258681838.89887","4705872947.05538","5194525574.60387","5504441972.8075","5813237132.25312","5848079004.55093","5776613430.91522","5656768290.97595","5708001295.48228","6069163419.43579","6410628806.76286","6752364967.25409","7200610990.85691","7326336093.02922","7526187473.77475","7736299733.46772","7479508084.78403","7933790060.5933","8449146706.15872","8467050743.63451","8991102301.20394","9159305711.61351","9580458196.18046","9924418971.10797","9851409875.22264","10569704556.9194","10857538040.412","11265166701.8573","11777398118.373","12511401249.9967","13268415996.7103","14139785190.6771","15014801358.9561","15650167709.792","15269613868.5127","15839344591.9842","16446892853.4328","17125933703.7093","17604014377.0727","18142359318.8949","18839040425.3557","19572439031.3461","20520315403.82","21309320457.8162","21874670848.0104","19913659065.4369",
"Heavily indebted poor countries (HIPC)","HPC","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","107274969015.798","107235482047.983","114688075689.692","117923685834.508","121781402100.675","126815285547.85","129871386237.26","132245013678.379","137909544542.267","144015560675.744","150454167190.971","156817744747.386","159358351479.293","163935622251.5","173357203687.546","177083278458.44","184434893276.764","191246308418.032","195829966023.755","197095138343.87","198272238121.992","205102542648.622","207187334934.52","208506659326.812","210992938604.974","214619751920.745","221170059072.136","228143442855.023","230757722298.479","235600218130.326","234635984676.922","236437252267.615","235258746128.887","236783561904.977","236590349170.787","248636140777.801","261263753212.356","272159970434.788","281777481050.318","290666745397.693","298472173988.471","311155281075.606","322313249846.39","336937149648.968","355181962541.777","376292030110.205","399708456018.641","424503998270.888","450039507734.85","470257185488.784","497633939936.042","521513081465.777","551333749196.543","583390071078.357","618321320283.605","646879203159.595","674244194230.899","708498354383.97","740827604109.942","770927421527.195","772988177291.323",
"Croatia","HRV","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39820482132.8067","42172016877.0871","44788091136.4548","45814080061.6447","45379738092.8281","46678391315.0396","48059002801.748","50787868293.8868","53650170222.5233","55879107778.0003","58286655436.7013","61197075793.9092","64298314188.4647","65515772483.174","60717700435.3099","59918313669.1671","59799454151.6423","58369186194.0968","58108222128.8461","57909810141.88","59318112197.5722","61393139836.7654","63504583355.145","65287544197.8689","67154066752.8158","61535031999.3384",
