"Data Source","World Development Indicators",

"Last Updated Date","2021-09-15",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"South Asia","SAS","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","190128560410.697","197909403406.17","204442112691.336","215475910371.389","232032953620.414","229562211005.604","231732797177.318","246711621503.45","257393296392.271","272687007509.767","288197563796.638","290584591063.974","286115768897.529","296808588904.854","303348062905.698","325742147485.291","333506156694.802","355038439398.556","376429393547.05","364622398083.231","388351980564.445","412935676014.207","428420310386.242","457455944463.09","476397197630.828","502081355611.145","526217074463.179","548123088069.637","595307778566.096","627977497830.624","662069600440.821","674393985952.629","712879102989.085","744428649360.549","789814564645.412","845021941135.828","903289166629.672","937743590763.046","990568897858.296","1068099587716.51","1111470512484.7","1161448204686.61","1203811050214.69","1292620576571.74","1390598921623.11","1496314174301.19","1611778511170.61","1729959999429.05","1785970627444.08","1913383693478.88","2060781195903.17","2166654910092.19","2285807795769.53","2424854306814.52","2594420388313.87","2788622504841.29","3005504462650.59","3204726860832.22","3411223319743.06","3548521660223.8","3314966190756.83",
"Saudi Arabia","SAU","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","76790678103.2113","81427212127.0702","129182098462.146","155680210497.623","191378679505.747","237635917850.226","276199629708.027","251538830034.023","296365500030.385","317387771565.296","300820999320.789","336677152442.963","355707685738.415","362619101930.257","287448567107.523","241309087435.957","230060580333.199","207527291582.251","242833383117.654","226727468659.375","256449882045.509","255159898411.012","293927428477.367","338039704958.066","351519173978.916","346725361371.633","348662585953.48","349402069130.279","358617283916.047","362575637118.904","373066264707.954","359026717123.691","379223464024.955","374632039207.814","364070508648.204","404999538717.155","437231190744.128","461601802000.344","474473116930.62","483237253409.209","513438483613.788","502865505799.139","528207332640","581011409170.853","612452521453.422","628984175062.171","651957706936.985","678729756044.184","690068783386.255","684951905050.858","701624393213.915","703949827133.579","675041540306.531",
"Sudan","SDN","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","9321507063.3217","9323594273.10524","9968399336.12966","9684601830.08931","9576090794.26989","10225069560.6737","9859508243.3532","9999915654.78379","10196236081.2678","10337897537.419","10950425690.4168","11196516151.038","10628742330.7532","10695936734.9786","11920117620.835","13793181303.9388","16091845276.947","17093378197.7917","16079572206.4939","15272602903.6239","15505404739.5864","16658629087.0554","17651261226.7529","18015318788.563","17112948266.3282","16038076527.9666","16906347681.1232","19310579874.5554","19246644124.5157","20965637682.8044","19818806027.0412","21307378834.8507","22708948679.3832","23746463588.1272","23985407211.3597","25423834225.2013","26928702691.2316","29774187696.2046","31057009794.919","32021049094.289","34053062527.963","36266634326.5661","38597590249.5433","41582956267.963","43197750240.5857","46433148616.9096","51106323708.6136","56994748347.6835","61441457716.2998","63433296121.6264","65633998265.3946","65622965328.8296","66074572471.8733","70565577554.2059","75535597229.5986","78564459878.0095","81372953244.8831","85176416638.5524","87576214174.2524","86414581804.3628","85064646217.9212",
"Senegal","SEN","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","4253251005.60345","4380569873.61143","4374601988.41942","4456165504.9169","4629239724.761","4690909969.86048","4825856237.24083","4766990787.17328","5066871381.93072","4734781389.92963","5140175527.3593","5132956179.67878","5460603496.20922","5155724891.6694","5372305321.1079","5777144123.90019","6292494479.47269","6123672811.26229","5881546997.62332","6293354427.70403","6544318422.22964","6883329146.7821","7434710269.08981","7014837959.67886","7290930929.40422","7543422025.73434","7779303742.2665","8265966358.45616","8198468503.25991","8524257876.67966","8460642855.51151","8685692796.01337","8800364181.7651","8920067879.98602","8915828979.10818","9403398652.64237","9593345162.25402","9885520181.79277","10468615545.1621","11126390929.4045","11558897216.8609","12057184107.0086","12065466979.5004","12740403283.566","13331977656.7599","13906617694.0521","14230749104.0238","14633069344.4373","15174956641.5016","15592587303.761","16121314670.9653","16336387691.9069","16990332564.3925","17400204845.5288","18483206547.4633","19660040376.3837","20909646023.954","22458525164.7828","23853029124.9212","24903136509.8013","25119895534.6999",
"Singapore","SGP","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","5768016072.1365","6237353063.2452","6708525608.16992","7382103260.42145","7153012024.53881","7713420724.21103","8498614168.12063","9561682220.48448","10855112276.7574","12356736494.7","14079544947.4716","15827345171.4304","17934843345.1033","19836406500.2647","21049919367.3175","21888061478.9966","23515915320.9016","25127390374.91","27081619804.9461","29669044703.2815","32669539808.4426","36203122100.7069","38774309407.593","42091296349.5683","45792125833.7604","45506909010.0421","46118007234.3257","51097723540.7101","56853243727.253","62628743211.1009","68779542852.0989","73379864304.359","78252059516.0596","87221916827.3286","96901498081.3798","103879285314.713","111640501036.364","120928897532.935","118274051330.973","125044067991.979","136346984801.619","134889413875.26","140169808016.352","146527601649.217","160916013825.344","172757877474.653","188314972645.788","205304999963.213","209140601456.434","209393625490.149","239809387605.427","255008196791.322","266385665325.181","279271535506.458","290269256195.074","298944012931.308","308895962132.365","322859231805.415","334151135292.159","338646194792.894","320389705940.647",
"Solomon Islands","SLB","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","418276021.783427","410776628.463572","403910986.691875","419649150.137766","420388526.943949","407185369.690684","406340367.626475","440562951.226938","446055464.644296","465068011.088997","475313661.11753","503832480.784582","567841387.14841","590550817.624025","638399059.509856","702830466.905788","714132369.514583","707583603.516964","716773000.965236","713287367.450374","611464618.713196","562771374.763156","547033211.317264","582734548.530092","621499018.225677","655932852.342192","687831680.26608","718463005.093654","760184982.01397","779620029.490776","846797693.595387","908377219.024614","925277260.308793","974604255.80699","984849905.835523","998792439.894971","1057520083.35749","1114029596.40147","1157969703.74033","1171912237.79978","1121317739.20527",
"Sierra Leone","SLE","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","863817135.344967","879443963.516214","919379224.248253","935006052.4195","997513439.72961","1069136458.7436","1087311778.52094","1087706272.12363","1109677110.34716","1204282042.06042","1308097094.08337","1353434647.0022","1365618734.66329","1396435536.25338","1445308382.62216","1469433708.96572","1462833360.39054","1463516149.70813","1498733209.57607","1566345045.40757","1642211026.51838","1689530164.13434","1770319366.26749","1733093061.99997","1804029154.90629","1708211023.79742","1729325313.38516","1854377474.03511","1723087548.88229","1735666087.96666","1793810866.92038","1836000592.5506","1486923459.01503","1507361956.18282","1478007825.58287","1359770845.99342","1383618798.07014","1302302386.53453","1325548670.11984","1299312276.32607","1385751986.4426","1297819715.60661","1640668858.77741","1793466334.29574","1911798254.1203","1997926594.51644","2082317301.22923","2250113451.89349","2371580993.56644","2447188210.25985","2578026297.15912","2740829818.87435","3156936272.93448","3810919876.16826","3984574819.98172","3163801388.83","3355384560.25255","3496685932.65603","3617187416.25502","3819767396.44383","3737165032.24729",
"El Salvador","SLV","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","7547385271.52542","8087863926.55763","8527588863.54527","8803600682.84468","9110443037.76855","9381687811.11888","9743657486.09797","10339729015.0707","10842412881.208","11420964151.8853","11754859680.7674","12348393129.4627","13185621806.3029","13887461579.1518","13306928822.6854","11740527960.8056","10513532819.1455","9850571147.79508","10001778768.2664","10135498124.0392","10197993146.0327","10217307633.4761","10474128705.2734","10670775937.5871","10773449271.45","11293974978.5816","11462747481.7015","12267208404.0216","12981066064.6468","13589850070.9183","14233323978.0033","14349707089.9392","14799561738.3314","15192367847.8621","15520601488.6041","15695372315.9154","15833070782.4163","16083369823.8473","16334629226.212","16480135824.9509","16926330190.4564","17661423001.8695","17990027755.0041","18452523787.4334","18067581907.4717","18447920000","19151773848.0342","19690770418.1142","20130993997.5713","20475498673.7381","20966391102.6834","21499261372.9505","21983501872.809","22513825559.8698","23107097883.7659","21271473583.3084",
"San Marino","SMR","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1421734394.66731","1527875665.78196","1666138637.36552","1702450124.85211","1797418630.58627","1803005013.27652","1872834796.90458","1958027132.93081","2005511385.79789","2082324147.78876","2230363289.08025","2219190523.69976","1990148833.39972","1881214370.93994","1724795655.61309","1603291832.10026","1590722471.04721","1579549705.66672","1615745175.01546","1653624799.59014","1657895541.39012","1683506067.26526","1723484312.19022","",
"Somalia","SOM","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Serbia","SRB","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23364348766.5365","24827910882.2547","26617352725.7309","27506605836.2242","24914338849.8698","26442039540.6366","28260927883.9268","30064089625.5937","31383228829.5405","34216568530.7278","36108863543.5274","37953228515.7138","40397236364.6127","42681933020.219","41515968465.9198","41819468691.8251","42671028784.1099","42380207643.5152","43606113097.5697","42912989429.7754","43688023451.3019","45146586020.325","46095189764.125","48167224454.1516","50213615458.7398","49721665328.7509",
"Sub-Saharan Africa (excluding high income)","SSA","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","255502759184.033","259159196939.212","274314940254.362","291599636162.128","307255074836.877","322556705550.087","327475591294.31","325677162987.302","335556695144.252","365582949787.893","402027554922.4","432035992898.769","443470784412.732","462527490484.173","499162537205.469","498714576439.836","524918239810.812","537481159517.595","535730968910.934","557620746361.499","580677012529.228","578335148112.783","572049173753.737","558021656341.933","572319783221.272","582430785831.465","591927778810.821","608019457457.826","635309592054.841","651336305984.184","666755074748.167","669454377245.589","667312026833.515","661533332922.943","669381170927.213","692333532836.767","727654673928.37","753670885777.443","771683136080.961","788555069336.896","816054973638.634","850846013336.918","904856484975.902","943335698931.021","1004511341162.5","1066627967569.66","1132564317952.9","1205984815174.45","1270631595964.58","1310054804458.34","1383032723160.15","1445774582504","1505056550104.1","1581068849964.14","1657597977525.05","1703173732001.02","1722374054335.51","1766163629497.04","1811698915294.66","1853518799270.27","1808255511248.58",
"South Sudan","SSD","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13177336584.5164","13841690704.408","14602072410.9506","13924490001.0612","7507789478.77489","8493542051.94737","8780084304.03961","7832417790.53658","","","","","",
"Sub-Saharan Africa","SSF","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","255613106423.762","259262473475.861","274427575343.355","291724756611.047","307387764609.945","322686101610.696","327627024802.836","325829709642.97","335722194277.37","365745531346.329","402204170809.072","432243837000.697","443693255962.22","462772126690.367","499407427331.717","498968810581.414","525219125685.972","537759244352.155","536078571238.329","558029063130.822","581063649695.261","578688008519.982","572398084171.609","558364723759.392","572678635818.577","582831085158.531","592327071342.124","608436583348.653","635749366502.607","651825982526.667","667279363706.26","669993324744.882","667890163800.79","662147797316.367","669990587658.009","692937614438.139","728288447801.854","754381119240.041","772453536325.889","789339865669.386","816851488625.685","851623983855.897","905643524554.492","944075635042.646","1005229447192.61","1067410982246.31","1133421272415.71","1206931450706.41","1271557148962.87","1310970088053.62","1384002515295.2","1446820899324.25","1506115993068.8","1582192074475.57","1658771792343.78","1704405560993.69","1723662377489.39","1767514261901.86","1813067369304.9","1854908429223.44","1809495404396.37",
"Small states","SST","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","200239502878.407","206912875466.707","213602605345.886","223955530174.858","232202189738.068","242220192381.381","253536168243.938","273601053903.63","287982254416.695","315915815435.654","342579722400.285","363841167065.298","367232802558.804","393723893848.643","418957403505.266","432334018880.915","446018104428.28","460463902302.219","473363637313.096","483875477670.423","488524466140.091","498529141211.341","507190672484.048","478642409208.652",
"Sao Tome and Principe","STP","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","121710018.161198","124602917.099053","132793661.098845","137882611.520334","147663692.018664","161124185.702315","166366530.504285","179985584.261627","184352542.74492","196652514.267255","205301689.111551","211752219.854435","221947650.180931","236485076.901965","245734807.552262","255969094.57485","265821296.180964","273650448.170134","279700465.065153","288342441.812353",
"Suriname","SUR","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","960060872.153398","1006143794.01676","1045383401.98342","1103924872.49449","1175679989.20663","1316761587.91143","1569579812.79042","1759498970.13806","1893220891.86855","1978415832.00264","2031833059.46671","2111074548.78591","2098408101.49319","2060636755.66632","2068879302.68898","2126807923.16427","2313967020.40273","2549991656.48381","2718291105.81174","2701981359.17687","2464206999.56931","2639165696.53872","2528320737.2841","2429716228.53002","2383551620.18795","2431222652.59171","2450672433.81244","2298730742.91607","2478031740.86353","2582109073.97979","2465914165.65071","2532493825.71389","2542623802.16948","2372268045.84874","2452925148.36052","2452925148.36052","2477454411.85181","2618669278.84128","2678898705.01161","2641394122.56508","2696863363.74027","2810131626.36223","2888815336.87635","3070810676.5866","3331829592.50184","3481761947.21918","3683479343.30695","3871759940.85242","4032182694.88353","4153700529.52387","4368398047.64333","4623921715.74079","4748321396.2619","4887610613.83382","4900098612.65061","4732951551.56431","4500289759.62044","4570817898.64175","4796994344.46872","4849687781.66855","4146483053.32661",
"Slovak Republic","SVK","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40872727875.2521","41649852089.7154","44234446022.2986","46819284101.6221","49918671716.0946","52876771611.927","55032079760.9882","54973792939.187","55615077762.2684","57424671557.0293","60014204963.6646","63314435396.6456","66656728458.0401","71071712347.7306","77107959091.6251","85460315452.6891","90224630923.3856","85302396201.0997","90310718349.0156","92882061538.512","94643794862.2674","95274628919.8791","97791393748.0619","102499951243.194","104685996181.882","107815605307.862","111751007900.535","114557732962.403","109111285633.981",
"Slovenia","SVN","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30130504956.9369","31095586780.8462","32665849687.4107","33737082273.8895","35536168382.6247","36841188520.1554","38026207576.8638","39359253570.7989","40524389923.0405","42290926202.0725","43897124009.2699","46419626982.8109","49659791567.8536","51402771549.5555","47522665316.1118","48161250405.2468","48576076611.4116","47293940818.8132","46807152433.7461","48102848757.2168","49165960969.8054","50735265932.933","53167285644.1592","55498406198.1836","57265665047.4963","54097609433.2169",
"Sweden","SWE","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","135191373867.022","142871991669.682","148956977270.945","156893306392.977","167595256912.233","173999922368.089","177637989808.652","183616198436.467","190297084217.017","199829208297.165","214395171458.654","216420447396.834","221373746134.117","230157814661.009","237518711868.063","243582238332.778","246159593875.147","242230250271.044","246473029495.63","255937602397.144","260288468540.561","261472339666.479","264737252417.843","269768951170.573","281178924040.175","287253439693.457","294984358082.276","304877670280.447","312679607745.234","320980647631.599","323403007591.578","319696890400.344","315992905373.969","309465704193.759","321627622307.838","334284289749.165","339564164379.529","349990572346.978","365081593078.427","380587280611.132","398727398165.564","404506946291.441","413393644592.477","422942254775.017","441284651978.437","453900111906.39","475064446275.73","491402966162.082","489188904610.127","467959130636.214","495812558843.31","511655422318.786","508645330091.796","514686895802.716","528366235242.641","552086083358.095","563517539985.087","577988245098.533","589259147923.413","597331155543.357","580499441330.262",
"Eswatini","SWZ","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","528635780.458809","601289545.894262","633905260.354339","691075107.597444","730766915.904379","832405223.952511","814762913.272847","822988701.861222","833910821.355278","859819972.351148","966859409.291589","1108421559.97058","1121418555.15506","1134901986.08483","1204831866.94384","1250524099.72383","1403894353.31792","1608955448.86439","1714660951.01254","1936042610.89368","2342960057.23121","2384204971.95253","2461124356.8168","2537569688.87959","2598488897.00963","2723882916.74384","2828535959.4338","2916299924.52099","2992241523.61646","3080538837.00463","3134761673.28704","3167826039.30577","3306579958.75969","3434882323.55049","3559359512.71883","3772877536.49371","3998954653.06762","4176323311.07987","4210638652.65064","4276537204.56414","4438778547.23269","4538528099.77401","4783214187.59661","4967954924.2287","5013322114.45869","5123781850.14176","5180180259.43561","5285160250.74126","5410503623.58699","5531910970.77198","5441352066.51943",
"Sint Maarten (Dutch part)","SXM","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Seychelles","SYC","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","117996015.496283","112235123.924407","121672505.535006","134004747.605343","141936818.879032","140431478.00256","159946548.974313","160753862.325896","172895980.345911","172895980.345911","188235086.723801","218073690.539979","231830450.532942","252820811.451038","256114686.572972","264252487.613748","307266576.64788","288246078.631383","349215002.896053","404371209.9502","387191407.753007","355382941.035229","351410919.644009","345404444.17515","360986095.763491","401148461.470818","400439225.926256","418074999.070898","440637445.080708","489983652.945451","524260678.361109","538732506.955193","577313656.241428","613087761.581729","608191048.028002","603169565.089069","632830581.345593","708526965.617602","768067310.19775","782445580.840157","794294457.97491","776254738.028627","785669398.20425","739416038.787077","718339327.254204","783031253.312258","856684174.335502","945962968.234513","925654158.746992","915423405.095384","969936525.298729","1046438130.96225","1059631924.6483","1123401387.93196","1174008207.88396","1231973520.30455","1288183830.92001","1350291514.41501","1368218237.97768","1389458504.14094","1240501784.92984",
"Syrian Arab Republic","SYR","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Turks and Caicos Islands","TCA","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","686787800","","","","","","","","","","",
"Chad","TCD","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","2091978807.07022","2121219308.44","2234919126.29764","2199172622.59542","2143952726.26604","2156949963.41835","2117971884.73021","2134220994.30637","2124462933.26679","2270653818.29435","2312880179.13182","2260895274.2625","2286886890.22273","2095225575.42768","2199187579.75205","2397340259.23717","2468799345.07689","2523967748.71733","2512114333.27445","1973489696.23135","1854139537.17079","1873476694.05137","1973644167.5766","2283086266.56737","2329864396.21607","2837606467.64867","2721784806.19061","2656766579.46145","3068096720.94578","3217965118.45279","3083503335.01265","3346684574.18871","3614467644.37243","3046640667.38976","3355475208.44002","3396967314.20756","3472192239.37739","3668488889.04772","3923506825.78921","3896715150.90362","3862436487.10548","4312724533.70882","4678927022.78069","5367743078.81378","7172881358.87307","8416123440.17727","8470681971.49925","8747800296.52566","9014843655.41119","9395062315.27588","10668102734.8132","10676943370.0468","11625330987.0238","12287975011.721","13135843449.9026","13499400995.0648","12654942309.4447","12276724556.67","12568178638.2936","12976290262.3871","12860774028.9626",
"East Asia & Pacific (IDA & IBRD countries)","TEA","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","259012910689.767","230122637802.219","229885832617.103","243151630332.08","267048243774.874","293367152587.529","315514600789.713","312647338815.017","321040862036.306","355396148982","400485777455.214","427619614875.592","449471509776.126","486867140172.833","507775622108.123","540517866753.811","559048098970.894","602350833484.708","656290628606.949","703058588466.775","756638485700.853","800316028281.323","848690905654.208","910532227187.993","996013178313.95","1067236438941.95","1141056250699.8","1240966582178.11","1358982944376.88","1439736163227.75","1517593028124.51","1637456355374.32","1813335058045.96","2010585735867.96","2224230367888.52","2440452666414.95","2658407915170.04","2845271726056.42","2895022067818.62","3071696888856.69","3302008567571.75","3523464218673.92","3800284044363.64","4131893533777.27","4500233883818.09","4936888285476.78","5468054840500.27","6132280609196.54","6649267067259.07","7161604022421.01","7861457204525.05","8527010980521.55","9168051694896.81","9828214928130.34","10504131405786.3","11199037645061.1","11924589052475.9","12716395841919.9","13536971328748.2","14307652189028.8","14456920763011.1",
"Europe & Central Asia (IDA & IBRD countries)","TEC","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2760244345909.16","2720860706916.18","2574274265078.28","2333893706669.95","2226691737958.72","2031302094220.42","2026075833350.16","2045927102781.07","2107498740186.56","2092380832786.12","2143188190697.64","2302586406538.36","2359827656163.02","2477742058056.19","2631831786604.58","2839431562537.65","3028667096214.2","3265152588610.14","3511744473740.83","3664199691845.15","3484918061480.89","3651038750248.76","3862668945032.88","3995334927867.02","4139035992273.37","4235062789429.06","4293957674498.34","4376791730326.77","4562145822533.45","4719844205772.37","4839062456990.16","4753173622758.45",
"Togo","TGO","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","592132789.095552","664191307.456581","689255581.54344","723716253.368199","827106438.834191","954974718.051601","1044825606.76138","1102294897.2571","1157670796.20628","1283056596.00837","1315444827.60128","1315444827.60128","1415749568.202","1470078731.37284","1541125418.38364","1578737218.92898","1546349068.24186","1653960820.01966","1836647979.16227","1741734738.37062","1995626646.66601","1929467909.91025","1860346602.38501","1759627292.47387","1857384355.23868","1960572312.06403","1991676876.32793","2001837658.50152","2134807118.01031","2221480749.90867","2216067975.75885","2200556220.30423","2112958968.95519","1793990328.23756","2062773392.59693","2224615134.13986","2421186835.27283","2769290008.35852","2705599756.37681","2772746017.19058","2751022117.50892","2773675099.61022","2879813177.33413","3073341559.44132","3043263830.93816","2901256029.69529","2978143146.94462","2943146379.61226","3062704426.64912","3232314271.12523","3429461495.41335","3648885268.31489","3887650332.38766","4125276858.3652","4369517528.57133","4620453172.28257","4877307828.44418","5089360893.62819","5342618337.10996","5634321101.60172","5733079524.08335",
"Thailand","THA","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","15639909036.0419","16478543840.0054","17723374970.9784","19141214978.4001","20448750635.4329","22121798201.1077","24582299297.3726","26700305861.9487","28868976863.1127","30760085349.9479","34269180219.3926","35946784675.7031","37484770747.6751","41321874196.0421","43167413801.3801","45313009193.6116","49539267956.5714","54415647584.9187","60018144735.6073","63242179335.9639","66514039416.8205","70442935769.026","74213287361.593","78357507586.9067","82864968557.6495","86715902817.9389","91514611526.6975","100225838000.266","113543961683.123","127385545129.539","141610897158.987","153730326381.099","166156945172.205","179868076575.157","194252171027.298","210026059881.659","221896616148.187","215786526060.27","199313306518.393","208426524281.418","217712440842.023","225210999429.683","239059304977.91","256245860052.212","272362038917.804","283767576325.108","297864612891.059","314054006434.033","319473632807.246","317267289651.686","341104820155.464","343970551186.432","368883637205.469","378797368588.757","382526510738.723","394515072325.671","408067287277.086","425115036935.866","442925594863.231","452964209686.036","425391280429.981",
"Tajikistan","TJK","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","6265495097.13357","6484787417.58207","6406969965.67975","7297538861.02416","6823198786.62769","6782259619.06256","6300719247.40547","4473510599.15713","3739854867.83457","2943265855.29317","2577820482.55851","2147324502.3054","2183414029.82907","2299415927.69067","2384483986.12251","2582976170.65243","2830446886.09051","3136135256.1895","3481110105.45697","3839664409.45449","4096921867.92859","4383706530.23944","4725635644.80252","5098960779.06164","5297820307.99463","5642178579.58438","6059699828.30227","6514177282.8974","6996226385.35118","7464973601.45504","7912871962.60694","8458860097.95691","9059439283.60125","9747956613.64127","10469305367.7764","10940424058.7279",
"Turkmenistan","TKM","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","9505676773.02965","10553546665.6782","10104459535.7441","13679877891.7139","13049883507.5037","11096839691.0073","11263292305.6718","9314758452.22201","8644092030.71642","9223245519.13358","8171795508.9546","8751993018.19032","10196071822.1891","10753701529.1433","11220825732.1485","11249683443.3515","11617416308.6071","12198334457.7675","13788269624.5549","15301298963.195","16993515438.4036","19491562207.8489","20680547524.915","22583157894.7368","25902882088.9745","28778101990.8921","31713468423.1438","34979955661.3867","37253652747.7258","39563379205.5788","42134998872.4689","44747368777.8587","47566453010.8638","",
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","780477410477.987","831187840009.27","870413881926.363","891570850315.398","957383183033.993","1006236939824.17","1046631947320.88","1091961685735.65","1178888120316.74","1251676142820.05","1334157972563.14","1422794674145.71","1525259047687.47","1658165448235.28","1767140714458.75","1834063711625.9","1947453096478.06","2039953984641.65","2117520453167.51","2257935041938.64","2399170019175.28","2402677891441.71","2388925429597.84","2325189971621.75","2410394796572.46","2499404415983.67","2613423116989.63","2702375911057.03","2725881767255.29","2760630617024.55","2773986543652","2878053230065.66","2955632324318.51","3072369305328.28","3214225403641.13","3260577273286.48","3374929620179.17","3549239691585.66","3626190363259.28","3623973816737.91","3760784987220.37","3788139957478.48","3797993227693.72","3858329325621.82","4101531055069.39","4279969926961.14","4509282557018.84","4764765586144.68","4958668237057.19","4864933917731.57","5159091273821.61","5391482329818.42","5544874613249.72","5703417966409.1","5762881436768.21","5765506795186.54","5742586176643.65","5849674323134.65","5957967885540.14","6015014418612.87","5635123453327.95",
"Timor-Leste","TLS","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","566700965.958672","659343478.306422","615162920.515139","601738370.366676","604145345.09577","622379554.316273","596823630.88475","657871671.554352","732447776.450852","805616566.590201","881826900","933017880.651955","989200214.824153","1010163586.34288","1055111510.34193","1085815624.7428","1122352212.65257","1076295257.88554","1064952157.93004","1264348739.36825","1154318177.28984",
"Middle East & North Africa (IDA & IBRD countries)","TMN","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","216324740612.62","232213150689.53","254428538628.75","284826686004.327","321081181460.084","351601819280.387","383889929830.245","436978019803.565","467605822274.663","498883053678.402","501856341934.91","579024105938.145","573045958408.893","537101903364.468","521334746748.92","459832321003.461","456669205610.211","528085662217.316","552290083475.752","542676216384.783","559731578977.799","543302029701.963","553162921176.176","549161186365.875","564219988056.36","637049998680.573","628126724515.588","657404937390.076","675719186462.549","685610767492.718","702944313416.785","746090482293.855","769954195333.497","821969064848.732","857027398399.831","912154990880.983","932836738776.954","961689174410.064","978965164443.375","1059052440787.62","1103655777489.46","1160024700400.63","1231430555964.05","1274665784285.7","1306670096352.95","1375212771108.06","1361238177827.31","1399027992060.27","1422755066927.65","1452139771366.37","1466856678677.41","1579109153216.72","1626847232359.9","1619007111853","1612580647392.76","1555089908494.2",
"Tonga","TON","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","208003802.017594","217865814.336054","222184792.150069","226047234.714741","240872460.002932","245975730.546451","253319674.906402","248552522.750838","249521645.962736","244421195.370368","260100686.913072","260756077.346336","270503283.931815","283900016.742719","304847681.188409","310351801.236435","314148799.161187","321872961.357547","333817283.818776","336741490.053633","349365678.293182","366302971.145915","374757410.364754","365723131.190068","366019490.883553","365475456.631414","366466243.384456","383874011.676519","363915983.244321","366840012.442325","391852177.499061","395077523.42246","396311381.775954","404311721.464452","409049803.045504","435928467.653269","450411896.932834","451763174.9797","455079252.29074","",
